25 	14 11 15 19 17 
26 	17 10 24 20 17 
27 	24 19 22 19 20 
28 	25 13 12 12 8 
29 	22 20 12 5 9 
30 	8 23 24 14 17 
31 	13 9 6 17 11 
32 	7 13 20 11 11 
33 	24 13 23 15 22 
34 	11 17 15 14 6 
35 	8 14 15 9 24 
36 	22 22 14 18 24 
37 	15 24 12 20 17 
38 	24 19 9 25 20 
39 	15 25 24 21 11 
40 	18 17 20 11 16 
41 	23 15 19 18 15 
42 	11 5 9 20 11 
43 	17 12 7 13 9 
44 	16 10 20 23 21 
45 	6 19 13 18 6 
46 	21 23 14 17 24 
47 	21 7 14 21 21 
48 	9 17 10 6 6 
49 	24 19 13 5 25 
50 	9 15 21 12 9 
51 	22 21 18 24 21 
52 	9 6 12 22 15 
53 	25 25 16 6 21 
54 	6 20 19 12 6 
55 	8 10 5 17 8 
56 	8 7 14 11 23 
57 	16 15 17 12 21 
58 	12 16 20 5 23 
59 	24 17 13 11 7 
60 	6 23 22 25 12 
61 	12 17 16 6 7 
62 	13 19 19 8 17 
63 	18 18 5 7 25 
64 	18 16 11 21 21 
65 	8 22 25 9 18 
66 	20 20 10 13 5 
67 	22 19 13 25 11 
68 	5 7 13 5 6 
69 	15 8 6 20 10 
70 	13 19 6 24 24 
71 	9 12 9 11 25 
72 	11 13 13 25 22 
73 	11 21 10 14 11 
74 	11 20 22 14 16 
75 	8 25 10 13 9 
76 	7 9 9 5 7 
77 	5 9 5 22 5 
78 	14 11 13 15 8 
79 	19 7 21 22 9 
80 	12 15 16 18 7 
81 	17 12 11 23 8 
82 	9 15 20 5 24 
83 	16 20 5 7 6 
84 	18 18 13 9 15 
85 	12 22 12 17 24 
86 	6 18 5 18 7 
87 	10 5 11 23 19 
88 	5 11 11 16 25 
89 	18 22 14 19 5 
90 	21 7 14 24 16 
91 	24 16 18 21 6 
92 	9 9 8 11 23 
93 	9 21 9 10 20 
94 	19 10 8 20 18 
95 	5 18 20 19 15 
96 	8 11 15 14 15 
97 	18 15 17 19 14 
98 	8 17 21 16 15 
99 	25 10 25 17 20 
100 	21 20 15 22 25 ;

param capacity:= 1 	 209
2 	 209
3 	 209
4 	 209
5 	 209;

param freq: 1 2 3 4 5 :=
1 	462 220 0 342 0 
2 	0 0 0 231 793 
3 	1 3 17 1002 1 
4 	5 0 0 50 969 
5 	1 3 9 126 885 
6 	167 0 0 857 0 
7 	0 5 1016 0 3 
8 	148 0 0 0 876 
9 	2 475 144 393 10 
10 	0 943 80 1 0 
11 	1024 0 0 0 0 
12 	0 0 0 4 1020 
13 	0 362 148 412 102 
14 	3 0 22 211 788 
15 	0 3 38 620 363 
16 	279 590 6 149 0 
17 	899 125 0 0 0 
18 	265 0 1 0 758 
19 	0 0 0 1024 0 
20 	0 499 4 32 489 
21 	0 192 0 746 86 
22 	1022 0 0 0 2 
23 	0 0 999 0 25 
24 	1014 0 0 0 10 
25 	0 5 0 112 907 
26 	11 19 0 2 992 
27 	0 1024 0 0 0 
28 	0 1 0 0 1023 
29 	0 0 1 1023 0 
30 	673 84 4 190 73 
31 	3 1021 0 0 0 
32 	934 0 0 90 0 
33 	0 925 0 82 17 
34 	0 0 1 2 1021 
35 	1022 0 0 2 0 
36 	0 0 1024 0 0 
37 	1024 0 0 0 0 
38 	0 21 876 0 127 
39 	1023 0 1 0 0 
40 	0 5 994 25 0 
41 	0 19 996 1 8 
42 	90 177 757 0 0 
43 	0 1010 0 14 0 
44 	5 1019 0 0 0 
45 	37 0 951 0 36 
46 	0 0 884 138 2 
47 	0 1024 0 0 0 
48 	0 0 0 5 1019 
49 	0 904 63 57 0 
50 	0 0 0 0 1024 
51 	5 0 33 0 986 
52 	952 1 4 0 67 
53 	0 0 747 106 171 
54 	1024 0 0 0 0 
55 	0 0 1008 6 10 
56 	0 1024 0 0 0 
57 	8 28 0 987 1 
58 	0 0 0 1024 0 
59 	0 0 0 1024 0 
60 	905 0 0 0 119 
61 	1009 0 0 14 1 
62 	1 0 0 1001 22 
63 	31 2 980 11 0 
64 	1 0 976 0 47 
65 	0 0 0 1022 2 
66 	0 0 0 0 1024 
67 	3 957 20 8 36 
68 	41 1 0 982 0 
69 	0 1021 3 0 0 
70 	16 0 1008 0 0 
71 	0 0 8 1016 0 
72 	33 63 862 1 65 
73 	895 0 124 0 5 
74 	773 43 0 208 0 
75 	1019 0 0 5 0 
76 	3 7 0 121 893 
77 	753 262 1 3 5 
78 	9 13 11 6 985 
79 	0 1021 0 0 3 
80 	1024 0 0 0 0 
81 	0 782 0 0 242 
82 	2 277 0 744 1 
83 	8 0 893 123 0 
84 	0 0 36 974 14 
85 	3 0 1021 0 0 
86 	1016 0 0 0 8 
87 	0 0 1024 0 0 
88 	999 25 0 0 0 
89 	0 0 0 87 937 
90 	0 1006 0 0 18 
91 	0 0 0 0 1024 
92 	9 376 284 355 0 
93 	1004 0 0 20 0 
94 	0 437 568 19 0 
95 	1024 0 0 0 0 
96 	865 0 0 159 0 
97 	92 384 0 548 0 
98 	1014 1 0 8 1 
99 	0 0 1 1023 0 
100 	2 199 0 823 0 ;

end;
