15 	840 359 322 260 342 
16 	377 316 447 678 305 
17 	332 376 698 327 390 
18 	897 349 243 271 363 
19 	865 314 316 361 267 
20 	770 299 315 270 469 
21 	377 288 291 344 823 
22 	261 391 782 293 396 
23 	330 849 437 271 236 
24 	333 346 777 372 295 
25 	299 802 409 321 292 
26 	301 304 351 242 925 
27 	719 417 299 291 397 
28 	322 333 815 277 376 
29 	293 362 885 305 278 
30 	261 272 415 844 331 
31 	195 327 269 78 228 
32 	298 303 935 258 329 
33 	297 350 927 302 247 
34 	337 467 758 311 250 
35 	237 747 499 311 329 
36 	288 389 411 780 255 
37 	885 284 328 245 381 
38 	790 335 295 285 418 
39 	328 365 421 575 434 
40 	297 282 315 848 381 
41 	936 260 363 218 346 
42 	359 721 425 330 288 
43 	851 249 397 267 359 
44 	273 252 319 240 13 
45 	232 309 252 266 38 
46 	292 416 848 181 386 
47 	338 296 337 318 834 
48 	283 254 390 943 253 
49 	337 329 848 252 357 
50 	272 355 335 294 867 
51 	358 856 301 254 354 
52 	268 880 364 301 310 
53 	271 310 265 907 370 
54 	383 323 690 277 450 
55 	332 740 459 259 333 
56 	739 391 320 311 362 
57 	276 283 359 311 894 
58 	281 846 326 356 314 
59 	327 276 968 240 312 
60 	283 372 301 912 255 
61 	902 247 364 348 262 
62 	335 337 982 220 249 
63 	855 297 305 317 349 
64 	298 416 807 228 374 
65 	254 980 346 212 331 
66 	340 351 229 209 994 
67 	327 301 393 710 392 
68 	394 785 321 304 319 
69 	291 930 339 239 324 
70 	326 949 421 182 245 
71 	243 352 18 246 238 
72 	281 911 381 172 378 
73 	360 381 815 326 241 
74 	384 376 740 252 371 
75 	309 960 432 219 203 
76 	233 344 273 859 414 
77 	275 321 340 264 923 
78 	841 297 457 229 299 
79 	377 320 334 269 823 
80 	282 753 413 312 363 
81 	374 310 830 268 341 
82 	917 232 319 348 307 
83 	309 252 339 316 907 
84 	827 377 262 301 356 
85 	259 264 921 315 364 
86 	778 347 387 239 372 
87 	778 305 303 377 360 
88 	353 411 350 684 325 
89 	263 365 778 302 415 
90 	352 332 467 253 719 
91 	327 345 693 287 471 
92 	282 396 399 290 756 
93 	347 351 294 287 844 
94 	364 451 656 280 372 
95 	349 248 272 873 381 
96 	1000 306 314 227 276 
97 	342 269 436 679 397 
98 	306 920 321 288 288 
99 	303 337 271 290 922 
100 	390 342 698 331 362 ;

end;
